res_id,month,inflow_mean,release_mean,storage_mean,storage_pre_mean,release_pre_mean,net_inflow_mean,storage_roll7_mean,release_roll7_mean,inflow_roll7_mean,storage_x_inflow_mean,release_pre2_mean,inflow2_mean,sto_diff_mean,inflow_std,release_std,storage_std,storage_pre_std,release_pre_std,net_inflow_std,storage_roll7_std,release_roll7_std,inflow_roll7_std,storage_x_inflow_std,release_pre2_std,inflow2_std,sto_diff_std
1014,4.0,129942.22772556629,100783.96368332491,30786474.98780854,30759727.82914771,95929.64543253861,,30685057.768496852,90853.36154745014,114786.24118178965,4254035996702.6313,77313237709.06543,352519004089.56134,101417.21931168715,579607.6964673677,284478.704840542,7080594.563590421,7086903.09566518,261101.2538942086,,7091749.123334018,189197.93819221947,263206.81909586553,19515193978969.895,526731884295.1717,3354317528393.6455,814779.6188057065
1014,5.0,164305.7386443914,163595.1668562753,31552098.855373185,31543628.445394564,167884.04273016896,,31498071.846025035,165043.29536671218,180567.45202381734,5531229540200.854,160604741953.79388,437840030318.37463,54027.00934815248,641258.2352003345,350094.84004026296,7059118.405261508,7061903.121300065,364058.3087972518,,7038832.445384406,276924.3510660983,332795.31681971496,21570375446446.4,703035750938.1259,3020063857400.4,771079.7214913572
1014,6.0,119514.8067242411,117148.05534763462,30758312.63377543,30760194.291453853,117224.93336871274,,30779860.137093555,123570.98822482115,117327.35872084928,4058583672220.634,96774622751.21658,368621849435.2898,-21547.50331812496,595532.0632863466,295722.2598260696,8315913.405228248,8326491.632889711,288284.6037110545,,8352537.672628183,241660.34689702312,276557.88907347893,21251897129436.047,513665280988.2794,3362272419021.597,613098.8000658159
1014,7.0,26658.679575382794,50952.03501880825,30319418.967526685,30338155.44994781,54721.70483238052,,30381561.799199186,61854.16321789739,46806.905807124975,940221097185.8458,55676072462.98079,97010473555.52963,-62142.83167249332,310454.8869123565,213662.11372445212,8089223.858777898,8096539.113105959,229622.97707157832,,8107095.954762282,205147.38211995538,249496.19895942797,10901103699171.973,501740573455.63983,1162459207877.441,641365.064666082
1014,8.0,16803.875129022046,30048.079351754906,29833589.223634265,29847465.364869364,30231.577833882096,,29886995.70889539,30196.13034147048,16767.5908242032,543915145213.2219,26325348078.148026,75585627530.90302,-53406.48526112393,274531.6358271613,159278.36670428456,7885675.274009838,7891385.879076954,159477.64396595815,,7904009.522306007,124178.36631229238,153317.60673656198,8973414385800.217,254086786019.89694,1003813890728.4757,337674.2495714496
1014,9.0,37005.78666992962,34132.60509189995,29551408.035517406,29551089.195695378,31256.910475958968,,29555277.979737103,27840.411085948486,26455.83880686073,1295748512052.5757,35157474583.83318,193400597921.5653,-3869.9442196941286,438412.2131621462,201764.82710324862,7916904.431806848,7912693.426506555,184963.4255213415,,7898233.282924874,121170.716409581,166495.0333514824,15198699853545.154,383415732562.17053,2823188458791.473,456163.8532773951
1014,10.0,52873.60489744498,63592.04591743697,29482444.717576783,29490778.031107005,65800.66882658224,,29517115.85889837,68310.65673437007,59745.05979778549,1890040895440.564,98362758680.39908,318820741949.0389,-34671.14132158585,562408.0601058144,296711.8502733987,8032067.972418816,8037547.981333314,306782.7582215821,,8029370.656273993,267887.28990906116,351796.2410375139,21572167717052.434,757375492708.8148,5324716165568.03,987372.938087306
1014,11.0,52588.70716028248,46670.19582218269,29501144.26831914,29494895.522325903,45985.500158126495,,29474058.078481916,41674.64414379697,48119.088025673555,1763005181545.6697,24761036020.979324,77570407082.80717,27086.18983722511,273631.90759669326,151052.80705110135,7947366.957968787,7947690.728092963,150557.08613909318,,7941429.028915266,113061.69303867496,144985.40604376883,9240746847785.592,146660102492.08612,521942472402.5053,357200.96875461855
1014,12.0,43437.82806874893,38456.65711020042,29577764.837462116,29573987.06866175,38809.302144418,,29563500.02241039,41211.668099021685,44642.6635299057,1424623498563.8608,17923615757.7976,59481368616.862495,14264.81505172267,240096.18487365887,127781.80891658168,7895780.740542606,7897395.408016051,128188.05716093376,,7900262.894326572,109613.30622077786,129856.5645371006,8014550720101.319,190589272275.92282,626220189687.1099,308860.71405022085
656,1.0,970957.0064043917,85710.16587301994,71285341.97671124,70405346.0294417,77493.48271464795,,67838094.96406487,61243.62266094527,905939.5375205997,85342525247826.44,23199096670.902485,3019678532288.1006,3447247.012646386,1443742.346451604,142686.34189725816,45480540.757500075,45160106.37890984,131360.9729464576,,44321099.14513515,81469.88774954116,1257090.7365824843,171651162278035.28,75152693206.92639,12483664652682.883,5252167.290378871
656,2.0,1476378.260671339,320768.6396858901,102529941.47707522,101392575.940865,318298.41239890555,,98101952.83336729,307410.6356154029,1404603.5272963853,211801801853895.44,137878571031.20908,5181061774181.384,4427988.643707928,1735866.3900766266,190124.8279041928,63289575.23087107,62400847.28822581,191596.49310112707,,59745854.35529546,184834.92925107482,1570281.135555085,352475909120304.0,125628284893.46042,12576295258925.047,6509191.5113860145
656,3.0,1145648.6625139052,540136.4400796972,130259335.66915172,129605984.76250893,526941.9946973898,,127318746.86090791,491225.6504628208,1261632.8183907361,199212900961927.75,381013151668.41907,3991242372571.273,2940588.8082438083,1639624.1153155253,324368.48677527125,82679967.74903837,82214798.06332734,322051.2871041862,,80633780.90180036,306052.1544341136,1627016.4165732258,306260859127878.06,383602918550.1528,10101371410833.016,7023070.330395069
656,4.0,290981.093287147,824895.6238511904,132848529.27276973,133360936.40737672,824871.3038151083,,134681794.96342406,817803.6819007035,391234.0677322711,60734422784700.8,738243179771.2697,315595934110.9693,-1833265.690654322,481439.9216874722,244158.93185387185,92861140.04172678,92741294.81327184,240926.32738930214,,92251357.47884533,231012.19159857454,620252.4581880114,114691890692797.8,369996715045.5216,809342040934.6897,2529146.591830531
656,5.0,-4772.267122100902,806374.2544365943,111390184.4245768,112197506.5754117,804408.4192619307,,114584058.81225961,801211.304841133,7926.524925097981,582556194658.0111,785872848130.5526,27283960832.792824,-3193874.3876828086,165406.312214887,373605.6027974939,90849543.34848103,91070542.14733744,373228.11191297125,,91644339.60105085,358612.8243161607,146262.01082960083,30849876427200.332,486555251956.21454,69053386472.00487,1551644.9100302954
656,6.0,-85084.62253424653,841559.328574193,84409299.50577636,85333154.5694807,841518.6885138974,,88080785.91090202,842360.1069051194,-74022.47400499537,-14399669279729.26,982954308804.0702,28372102552.02195,-3671486.405125665,145640.89336039842,534639.0489414462,80226014.10885747,80724119.75539373,525187.7466923906,,82107551.49681629,486698.89037134463,114304.75919393127,24813666459369.08,781442732254.9799,50855627795.513405,2257372.7461426514
656,7.0,81708.06359619103,735884.1859075823,57703289.1322863,58381303.47720059,741901.0654227232,,60558900.00694557,756858.9061022244,26160.765706863724,1705769282127.9568,950559041097.7607,174462518256.1155,-2855610.8746592724,410372.32883926923,630469.162182414,61846415.34716111,62462683.09369497,633733.688874981,,64388993.36977222,640384.1093237621,269816.27854723966,39869574835107.04,1005405317760.448,645710874907.9506,3036482.3156560743
656,8.0,278474.7961516133,661384.9371216581,42215132.69749873,42628622.13253349,660551.3248503917,,43849892.418301985,657071.3149582334,285146.3898146456,10538808796151.334,698122901924.3646,344360280668.2476,-1634759.7208032564,517431.43867313367,511028.3615577535,48074933.5532904,48454200.25318982,512543.37737671693,,49524608.43856882,509510.231028966,444381.03786871355,48224098850790.51,757286027416.5415,1130597560185.9873,3411864.4733015993
656,9.0,730329.2698766555,420642.76808398525,34036355.21271772,33745335.36765378,432123.61711747455,,33127809.029751968,466277.5877897985,654530.344708773,39138212657659.93,338438064085.0178,4600296505604.612,908546.1829657527,2020029.0561751868,381190.50374058954,38395422.43163696,38198601.13021771,390146.9283487884,,37717459.862228,412413.59219796053,1758023.3555251418,160196444081994.3,445935746874.8369,24862702436994.27,7806715.073243814
656,10.0,269578.55978117033,236136.71712015272,40254812.45578305,40215722.77559732,243205.4531890337,,39992562.4767502,267186.30699303985,351300.1682391927,14052754442022.945,103977734150.27127,248032618524.12302,262249.9790328428,419457.44960110995,211080.36095068642,42244996.97569361,42250602.35867345,212080.81280890538,,42091287.94608013,203532.16660686434,641150.9531883622,31835149577064.74,126778086109.56456,668726750732.0608,2381666.3390801195
656,11.0,214212.42141221935,83062.49123513827,45573709.07034575,45447119.13774097,80207.25499898515,,45070926.0046891,76055.8522683542,200281.5004175688,10549285357591.092,29460953300.64979,123443455291.31158,502783.0656566502,278954.97857347596,153788.79303297497,44091903.88284364,44112109.14750364,152002.5178441047,,44203298.886971414,141859.63285667496,250023.153192945,14939117925538.74,72210510466.20825,310318649714.4098,1190175.747448527
656,12.0,468444.3200590628,187123.04126027608,51341005.13409405,51069706.577231996,191376.84497400242,,50371865.11202113,195365.07649408552,424707.25495118374,23931628800817.414,66523647079.60695,606559815593.7878,969140.0220729259,623201.9824522275,173125.88659210337,42992198.28125814,43055082.25864122,173193.35928961175,,43225158.786145516,163116.4757841711,484956.51318420225,29097610852360.04,78808896176.54971,1936828370189.0088,2285508.8481832137
1028,1.0,59332.68732394366,57001.159696641385,22682472.372697726,22680140.84507042,57921.043553629475,59332.68732394366,22711640.612908218,65959.03841510601,52221.7769385546,1453644768351.896,28526771018.886242,132128533285.38765,-31499.767837796888,358814.2329245352,157245.3958244727,2624127.09420808,2631275.8635205715,158742.63815454056,358814.2329245352,2654490.7431401657,153491.69957468365,160417.66160028757,8816486616107.418,109756057250.50427,1637625129132.1865,664137.9973568186
1028,2.0,124690.71698113208,87815.71698113208,23126202.83018868,23089327.83018868,82994.53584905661,124690.71698113208,22957460.411051214,69864.18113207546,117787.39676549884,3208293625933.9624,56097000688.156975,460217139149.8626,131867.41913746548,667228.8644796578,237414.44359175576,3072866.2523540156,3001444.305392738,221961.7210045658,667228.8644796578,2582711.379341485,149740.19139582396,315834.6959043547,18615328838771.805,314649649376.57587,6706915220212.255,1148869.9296209058
1028,3.0,203493.05634408604,191500.58322580645,23971587.096774194,23959594.623655915,191647.9277419355,203493.05634408604,23963206.451612905,192169.15465437787,192321.79539170527,5327500031791.828,216591270334.3649,909585551050.8705,-3611.8279569902847,932261.044266178,418613.5268926657,3882102.462871604,3910814.7844029013,424330.0020923578,932261.044266178,3854834.122624769,368494.1789683798,422755.8870665114,24582028689971.664,855154954338.8545,10148008662049.559,1736073.742494878
1028,4.0,209546.44266666667,163219.776,24397472.222222224,24351145.555555556,158902.56,209546.44266666667,24210250.476190478,155977.6457142857,199172.8645079367,5286482248529.777,115817197203.7632,1206856546498.6284,140895.07936507833,1078999.7383447753,309481.6421370207,3857493.544424761,3820147.505135429,301111.13522722694,1078999.7383447753,3421870.7108366443,253512.71549046907,430049.51535263786,30037775328159.715,340679813545.9108,11489728498932.867,1708606.3712809465
1028,5.0,241131.64387096773,262234.86967741937,25965329.032258064,25986432.258064516,262992.68129032257,241131.64387096773,25968057.60368664,257626.3786175115,268629.52036866377,6703758572960.0,242629727420.68024,1135359597027.9114,18374.654377879102,1038448.2028526596,416271.9645664619,5287175.396781914,5276011.713593167,416714.88914497825,1038448.2028526596,5012052.210056913,341675.90373757633,512314.7212624304,29147023184288.816,632898795030.6357,11169010744254.178,1953890.93769668
1028,6.0,188065.49688888888,183616.60799999998,25588947.777777776,25584498.888888888,188066.304,188065.49688888888,25606092.53968254,196531.63885714285,189180.82082539704,5316428978067.556,177111509664.15363,967945071278.8422,-21593.650793651752,966236.9216776055,372146.42215725215,5521533.897702402,5525174.716457827,376696.48511683365,966236.9216776055,5398031.535253698,317410.59785369085,448890.36974786874,26894305259617.777,702867915987.2228,12209662533505.652,1639965.2680366267
1028,7.0,15776.397419354838,79024.78451612903,24006140.860215053,24069389.247311827,81360.92903225806,15776.397419354838,24244595.084485408,90998.0460829493,27193.00497695872,469160546744.08594,51540431690.32258,68466207192.105316,-175205.83717358013,261324.97657789206,207058.55817274906,3398158.096120546,3464508.054443369,212059.38998206737,261324.97657789206,3615443.8610850917,195523.63908694813,169066.94227578823,7300708924668.348,353640270506.307,627396523087.3636,753665.4203651394
1028,8.0,2444.225376344086,43519.49419354839,22540307.52688172,22581382.795698926,44876.903225806454,2444.225376344086,22710901.228878647,46340.089216589855,3721.486697388829,63150035772.903206,13579812118.39587,52687363549.5969,-129518.43317972451,229647.76711962197,104704.95538789274,2121681.5690278145,2155404.5726055605,107602.627698443,229647.76711962197,2238833.4685289045,93823.97387285314,104567.82930509064,5318303342521.714,59995896977.865326,641294603822.5999,421513.7353257385
1028,9.0,49151.50238365494,24250.253802497165,21787561.861521,21762660.612939842,23816.88081725312,49151.50238365494,21764617.966596402,25261.919766499108,23231.134749473193,1266922057503.7458,5427429273.56513,429733986454.66516,-1957.3536565602606,654067.0493432472,71501.90606012511,2077422.3070688907,1886565.3150884085,69754.62995190035,654067.0493432472,1765299.7125758678,58732.31237043708,174536.13986775925,17697616389813.844,47980428588.96989,6850787995028.419,595596.6844992164
1028,10.0,45729.77441601779,81303.74549499444,22007184.64961068,22042758.620689657,81742.18464961067,45729.77441601779,22077939.456539012,79889.56160813602,68733.14959478805,1431941652620.2446,188108891804.28818,185817977226.4023,-35180.83584935751,428872.1959569044,425968.1737199104,3900080.5690021883,3985980.724893339,426179.7058675698,428872.1959569044,3801382.8797674873,364959.97416160867,400208.32239288697,15090217822782.475,1914987196189.6572,2245486828451.0845,1729674.3624074382
1028,11.0,81728.93609195403,62681.809655172416,22172090.804597702,22153043.67816092,60964.03862068966,81728.93609195403,22085000.328407228,56126.603349753685,80757.72216748787,2050436988391.724,55848569017.238075,207688806604.40863,68043.34975369358,448598.3710709761,230670.53455193326,2908656.7634922992,2902883.9535541786,228455.56625860484,448598.3710709761,2782525.224786006,183365.62508800812,234941.62822887424,11550837096562.027,408212774093.96075,2054351419061.851,977278.5359547113
1028,12.0,78622.93926585095,54912.149499443825,22611536.1512792,22587825.36151279,55282.256729699664,78622.93926585095,22523573.33545209,52540.05555378992,74911.66210074707,1913903821965.7397,32586163736.45526,206949343367.30127,64252.026060701406,448320.5872174597,170988.85883613172,2902622.006738641,2884671.7606292926,171938.71016820517,448320.5872174597,2768319.924173875,134661.71199279398,203503.3342993694,10796950612217.139,147044956824.4664,2210620526955.18,748550.9093799902
310,1.0,107000957.50368781,120045766.49884911,5265627295.424828,5278672104.419989,119445949.41973482,107000957.50368781,5313842197.608887,118740097.05642425,107206015.34269251,5.6795712145921286e+17,2.3563251414153396e+16,2.39804488800699e+16,-35170093.18889827,112007578.05595407,96909288.60625176,980676733.5039082,969110558.3601398,96470920.56752002,112007578.05595407,931019698.138906,93404083.16019884,107023061.77295418,6.157583915378381e+17,3.609945315852512e+16,3.5766904942681628e+16,147206293.06268942
310,2.0,93096268.28028092,116858846.08026221,4688672633.736249,4712435211.53623,116740471.7925899,93096268.28028092,4779625815.470099,116986276.16328278,94661865.23749323,4.60413003177334e+17,2.3603500590095156e+16,1.9344095404824652e+16,-67190603.93387,103395820.29817393,100480780.59744431,1316536612.7501612,1306995191.6393898,99938929.47264524,103395820.29817393,1269647354.5504575,96685552.5703066,99956077.52394104,5.656860109972658e+17,3.881493918724964e+16,2.991561902254476e+16,127205529.50022309
310,3.0,83284447.82223341,107897954.14431313,3958643456.298084,3983256962.620164,108390127.40120828,83284447.82223341,4057019867.756661,108334589.63231651,83761621.91029534,3.38050572884287e+17,2.1875141513072636e+16,1.5329798172911522e+16,-73762905.13649745,91668860.61697492,100188527.25422259,1454866111.6576784,1452935200.049023,100689631.94707428,91668860.61697492,1444524335.812024,98009701.62639026,87960604.63662806,4.497634305414648e+17,4.370409478752288e+16,2.7726084961354944e+16,127459571.55523108
310,4.0,88196931.81766748,110224036.0825489,3223929475.1966696,3245956579.461551,109389920.85686171,88196931.81766748,3314063077.5825815,108048063.59491457,85677931.808135,2.730629544355989e+17,2.0646062546267676e+16,1.7010151608668384e+16,-68106498.12103008,96137691.62056145,93521739.5675706,1524175294.9156065,1518202409.8694942,93221528.09754325,96137691.62056145,1499366487.0623038,91376587.90355632,91117074.51751302,3.3956342085066694e+17,3.537844058361184e+16,2.6945154000622324e+16,163397187.67823374
310,5.0,165242881.22208604,130287151.30346209,3173493727.728866,3138537997.810242,130300079.59248179,165242881.22208604,3063052982.970914,130202052.81776734,154335060.61104798,4.715970872188782e+17,2.6771541806157544e+16,4.013508777734777e+16,75485014.83932787,113334354.88232279,98483264.90400647,1582534859.6965063,1589843777.018508,99018820.5978579,113334354.88232279,1603949204.5458984,98038967.17905577,106235060.49596722,3.8579740797661e+17,3.858163158566271e+16,4.6855644449985256e+16,205653200.10748813
310,6.0,184878199.4920875,127508210.70612897,5162151491.675785,5104781502.889827,127705942.66824053,184878199.4920875,4910846430.821489,127863709.62161763,193239559.74735558,8.874866894776475e+17,2.2129652995577412e+16,4.4796697963110616e+16,193935072.06833714,103098997.89669275,75767774.6257737,897458238.1020848,933705820.1612806,76339917.73473136,103098997.89669275,1035674476.1669371,74801483.47259198,98361246.93583846,4.4642193850858394e+17,2.7588636381955524e+16,4.545267371750692e+16,194066524.85782835
310,7.0,115328580.68437889,111288122.9916592,5964339360.374335,5960298902.681615,111986621.40208994,115328580.68437889,5942835131.924189,114249116.31073913,119642203.76602548,6.8389725222273e+17,1.857757869248077e+16,2.0921423826355228e+16,17463770.757426154,87348748.29337145,77821297.84373099,366251242.3692144,370564716.8542918,77741579.438233,87348748.29337145,376141179.86070883,73783337.83376038,82338754.43513784,5.207399748627422e+17,2.897425443286397e+16,3.0319724034391976e+16,112971818.79913211
310,8.0,92285984.79926024,100071610.03664376,5786839854.479224,5794625479.716607,100255515.25999379,92285984.79926024,5815865532.148266,101288815.41766465,93771681.97188064,5.4381136949533306e+17,1.527314929215661e+16,1.5258309507445372e+16,-21240052.431658987,82156379.17839465,72374109.68150862,329168143.26535666,328090802.6336242,72306482.01100966,82156379.17839465,324253062.2507866,71875839.9332179,79165726.35771197,4.9859165081580224e+17,2.342301573611437e+16,2.3750094116063164e+16,82512477.00444031
310,9.0,87632470.43440327,78429370.87865019,5786662741.591172,5777459642.03542,78907692.43476817,87632470.43440327,5754431790.616979,80349562.88236777,87421777.48767002,5.1132803077538784e+17,1.0117973860242442e+16,1.16247051705269e+16,23027851.418440875,62850075.5947515,62129632.82516542,271243614.85201484,276219187.7221351,62420831.90863752,62850075.5947515,278397573.0481632,59665083.96191925,58867289.94465919,3.763073316211089e+17,1.5805353964121428e+16,1.414160054133516e+16,78304396.20728163
310,10.0,90667548.253705,86973491.04380952,5976616408.445175,5972922351.23528,86895873.63950752,90667548.253705,5963395901.367465,86148791.30959214,89619220.86266345,5.0119645182027776e+17,1.2372670467137212e+16,9.1552070974445e+16,9526449.86781477,288839685.1583456,69421970.10089393,304352950.8402992,304880796.29685104,69479380.60832828,288839685.1583456,238900757.1337649,66253388.049345516,76589843.78067073,1.2243330074308877e+18,1.7716305766795508e+16,1.6231835668261875e+18,196642746.4801362
310,11.0,90633999.68258189,99910748.17356999,5936939412.139191,5946216160.630178,98994451.20912355,90633999.68258189,5968607422.126914,97144557.46601766,90284463.49332866,5.4155377457829523e+17,1.5956607951199528e+16,1.4719360749569918e+16,-22391261.496734716,80700631.57588454,79364014.59579927,261363295.5779602,252254533.85346386,78511430.56581943,80700631.57588454,222896012.35605437,73926186.24487041,75172269.83438458,4.849420379543385e+17,2.3849170983101188e+16,2.004923527913723e+16,92822970.67264386
310,12.0,108685719.46722925,118454415.95714861,5557423876.673974,5567192573.163894,118911214.97102535,108685719.46722925,5601088866.964858,118277866.08108011,107351431.62830874,5.952569948212573e+17,2.2682272498543908e+16,2.0126015465179376e+16,-33896293.80096448,91230579.19444144,92095836.27658983,633586714.1284841,623262433.774803,92478366.51482226,91230579.19444144,584211520.9748663,89627079.20915121,85432472.36525078,4.9731708727621056e+17,3.283864139822544e+16,2.551392551893781e+16,120639858.5768644
1006,1.0,2597027.6957746483,2446579.1583965328,1053791734.5612135,1053641286.0238353,2448061.1570964246,2597027.6957746483,1053322604.0860548,2445782.1682092557,2565680.467048445,2920187932348358.5,16318728352901.508,31740192162838.375,318681.9377805368,5002274.4375015395,3221154.7898786543,114743640.31482726,115214047.05631089,3215108.737170593,5002274.4375015395,116342772.21410044,2908018.957227769,3594802.7348621637,5979361386960437.0,31641717278933.895,302237582126176.94,12755917.804228606
1006,2.0,3352620.2849056604,2463041.275471698,1060739549.5283018,1059849970.518868,2432107.324528302,3352620.2849056604,1057305984.1644205,2403883.431266846,3209754.8442048514,3686935330451411.5,15208422468158.201,54627660727334.28,2543986.3544474323,6590813.529426546,3061170.9469825067,92465627.07916252,92453773.32952332,3050286.6129589733,6590813.529426546,92388505.41444395,2589717.765945216,4172512.3390074545,7443218147752378.0,29239052272133.227,619379967648323.0,15688349.024526823
1006,3.0,4511915.807311827,2812716.8825806454,1105629522.580645,1103930323.655914,2820001.2387096775,4511915.807311827,1099226788.7864823,2790858.585069124,4398402.386728111,5259336116559798.0,18468442383033.38,77431130822870.88,4703534.869431641,7558781.79672093,3226634.5709036896,112613066.94749884,111641359.58115,3244588.5923198108,7558781.79672093,108332339.30377531,2679885.481237523,5164832.198578095,9193897041691000.0,31305612414889.824,539329694993417.06,16987610.02097703
1006,4.0,4691670.049777778,3459982.2720000003,1154247738.8888888,1153016051.1111112,3456559.296,4691670.049777778,1149071610.7936509,3422897.0194285717,4750507.110603174,5810055228124938.0,24991674255400.55,97154824380033.75,3944440.3174603167,8673329.330855353,3651845.9976742743,147181703.748046,146531510.81392047,3613638.249922732,8673329.330855353,143444604.9127244,3138463.232891776,5757011.12610313,1.1269548223537646e+16,39903067630898.18,760177883667405.0,19236761.17159238
1006,5.0,4492674.706236559,3721202.663225807,1191492107.5268817,1190720635.483871,3699744.247741936,4492674.706236559,1187590950.844854,3638412.484423963,4704122.80921659,5760174206217527.0,29760306685303.05,95195754588612.03,3129684.6390169007,8665585.557809427,4018654.9343210105,166234768.82836524,165755621.83006865,4011171.8641739963,8665585.557809427,163420168.57710487,3437913.5719875577,6092412.613020242,1.1039080680921462e+16,45349926083529.12,624023376055228.0,22281664.29160551
1006,6.0,2883814.7377777784,3774216.96,1182189463.3333333,1183079865.5555556,3810988.8,2883814.7377777784,1185991519.5238094,3870196.3062857143,2918468.865269841,3739707937420916.0,33686501360449.54,51066530251877.72,-2911653.9682539697,6541994.787936836,4359876.684315318,152537968.1716718,153344278.76140356,4379975.055171944,6541994.787936836,155803768.10328847,4040162.257131375,4239977.150364123,8917278785503040.0,53973593561475.82,431567227222262.56,16278610.644212179
1006,7.0,1127125.1165591395,3230940.1703225807,1136736284.9462366,1138840100.0,3243509.698064516,1127125.1165591395,1144800959.4470046,3276678.950046083,1273154.559754224,1383121378113613.2,24340943869004.566,15073368204124.752,-5960859.447004609,3717232.1748018637,3719412.2646466745,120993744.31486076,122381969.008555,3719605.564068027,3717232.1748018637,125575363.39280663,3305443.810772818,2628410.128131426,4608279843170568.0,45374325108044.85,166551715723836.2,11996017.340145033
1006,8.0,506317.33505376335,2643860.3458064515,1063784393.548387,1065921936.5591397,2662483.35483871,506317.33505376335,1072447860.8294932,2746913.87281106,546168.5736405528,578760816762007.6,14882325139084.553,26995059928569.395,-6525924.270353307,5173730.271926635,2741618.20848783,89433519.86285199,89725993.75784814,2793187.544810666,5173730.271926635,90527308.8105631,2354854.4303893778,2300171.442973428,5815155597566541.0,27476737434082.215,731271864787987.4,9870010.063724281
1006,9.0,1095929.5128263338,1618714.9838819522,1018409087.400681,1018931872.8717366,1614427.2490351873,1095929.5128263338,1020936086.1034539,1708334.0878871414,952218.646602886,1365875674390066.0,7232608570051.804,87172380821207.08,-2004213.2317172007,9277338.735066941,2165581.1335396506,106066550.00063246,103718441.71045564,2152089.7543638116,9277338.735066941,96043862.2167642,1550660.5560106284,5292163.245254219,1.2501290934764702e+16,13709286224248.959,1667300500307137.5,18788789.205838487
1006,10.0,1199617.8028921024,1331872.5303670745,1016150652.9477197,1016282907.6751946,1364246.5815350388,1199617.8028921024,1016670468.7748291,1404453.3357063404,1289929.9526457966,1275690255576416.5,9243697911789.525,56743015654695.18,-387561.099634511,7440800.928188353,2713219.3079561195,140313254.2546172,141278608.1854928,2718593.4333439213,7440800.928188353,143010807.91746458,2338042.1141774724,4727885.315074763,7292402863605590.0,27635890034900.203,1039593753717096.6,16742121.059054207
1006,11.0,2650144.1029885057,1662396.9765517241,1026228845.9770114,1025241098.8505747,1611210.4386206896,2650144.1029885057,1022354049.589491,1470265.7213793101,2457619.8636453203,2891960877556802.0,11560856101485.18,66478698099697.76,2887049.261083742,7715170.286806373,3047706.2393941656,122341199.05004501,122206949.20783043,2995859.3617077107,7715170.286806373,121391091.69350602,2556151.73856247,5303705.041377383,8127223869749650.0,31632745658065.715,516630290011734.2,17715543.517460387
1006,12.0,2765827.840711902,2539409.598220245,1048462576.1957731,1048236157.9532814,2537433.642714127,2765827.840711902,1047498678.0549817,2515436.145050056,2782873.759923725,3151095218622350.0,19885334489714.43,36570889333435.86,737479.8982996963,5380826.311800435,3656029.3392498745,127301588.04029419,127553118.76711522,3669024.2741593453,5380826.311800435,127558203.18762615,3349733.4928162005,4129499.652717808,6402569554566742.0,38254301831347.11,205102762425010.97,13949390.611492755
500,1.0,50221.15391705066,122128.98801843317,32618258.06451613,32690165.89861751,122738.16774193548,50221.15391705066,32899760.368663594,120391.48913759048,51344.49927583936,1662883380917.9712,37717789895.13733,2685054159.536955,-209594.47004608373,12792.34061825362,149922.57384127044,5785359.184705593,5803150.8970094295,150857.5741749343,12792.34061825362,5844329.282785941,131404.1686157111,7524.061169424407,559552885509.022,75804104895.53073,1327646986.082831,412589.51493919286
500,2.0,45252.80808080809,140035.63636363635,29933272.727272727,30028055.555555556,140690.18181818182,45252.80808080809,30328357.864357866,149467.0753246753,45095.68600288601,1377414296735.3538,51313220431.59273,2225654909.6080804,-300302.3088023099,13369.405474692403,178221.92890437765,5070260.228842941,5111397.421046682,177987.3326920387,13369.405474692403,5217305.423219559,163404.3271844845,7517.571918682373,524211368652.9755,113151360640.64668,1390195039.5337367,499034.2414872567
500,3.0,64831.15207373271,188835.76036866358,26999179.723502304,27123184.331797235,183513.99815668204,64831.15207373271,27462152.07373272,167556.4471362738,61126.05345622119,1764128679646.083,49251129255.42636,5194508461.148019,-338967.741935485,31559.78669900325,124410.03376247763,3732577.0885782875,3759027.9763491517,125083.34178523028,31559.78669900325,3833705.234068095,117930.10298883509,27229.89010190901,913950990960.4376,48401514260.665436,6107268117.623225,339475.58373405354
500,4.0,186052.42666666667,257200.04571428572,23119061.904761903,23190209.523809522,256396.11428571428,186052.42666666667,23461085.034013607,254425.78285714283,163251.73333333334,4291230970095.2383,83814508667.02629,44097353792.74362,-270875.5102040826,97607.45883137871,138415.5113662258,3424039.6440736074,3382708.7916767,134766.56517659174,97607.45883137871,3317571.4136428447,115342.1068783969,80292.58631596036,2395836035967.967,67723822194.91677,47762356305.33281,444079.9036182949
500,5.0,969582.7686635945,604619.6350230415,26681483.870967742,26316520.73732719,579939.0967741936,969582.7686635945,25390358.130348913,508780.07952600386,834883.9267939434,27669986695336.406,481408802648.57367,1416155745216.047,926162.6069782744,691569.9563717152,389575.05518514157,9119326.341214176,8901799.949114714,381773.6381500329,691569.9563717152,8182236.278477939,336621.4005575793,602001.4483681248,24209221407558.477,587426198128.5232,1933848805866.1895,1156668.830655823
500,6.0,1320331.3980952383,885321.8742857142,43303076.190476194,42868066.666666664,892196.022857143,1320331.3980952383,41389806.80272109,907360.3983673468,1400948.3537414966,56230585548640.0,899622931894.272,2175165475721.8257,1478259.8639455775,658754.0789461685,319609.58847577433,9910001.90006233,10060269.296638789,322652.95045467553,658754.0789461685,10465206.71306148,305753.94615850475,653119.8256711531,26752591063974.633,588757350089.8656,2168278852828.9949,1598139.6744384207
